ShipTrip,Section,Station,Lat,Lon,Date,Day,Month,Year,TimeUTC,Season,T#,SampleID,TowDepth,DW_small,DW_large,corrDW_small,corrDW_large,Comments,NewShipTrip,UID,NewSampleID,EmptySampleID
NED489,S27,S27-01,47.54666667,-52.58666667,2017-11-22,22,11,2017,nan,Fall,T3493,,165,0.214,0.348,0.428,0.696,,,,,
NED491,S27,S27-01,47.54666667,-52.58666667,2017-12-06,6,12,2017,nan,Fall,T3494,,165,0.452,0.751,0.904,1.502,,,,,
TEL183,S27,S27-01,47.54666667,-52.58666667,2017-12-07,7,12,2017,14:39:00,Fall,T3496,,165,0.179,0.108,0.358,0.216,,,,,
DIS009,S27,S27-01,47.54666667,-52.58666667,2017-12-09,9,12,2017,23:14:00,Fall,T3988,,165,0.335,0.615,0.67,1.23,large pieces of sand found in sample,55009,15009093,,
DIS009,FC,FC-01,47,-52.83166667,2017-12-10,10,12,2017,4:10:00,Fall,T3989,,95,0.15,0.122,0.3,0.244,,55009,15009093,430615,
DIS009,FC,FC-02,47,-52.71,2017-12-10,10,12,2017,6:16:00,Fall,T3990,,169,0.107,0.087,0.214,0.174,,55009,15009093,,
DIS009,FC,FC-03,47,-52.58,2017-12-10,10,12,2017,9:16:00,Fall,T3991,,140,0.112,0.169,0.224,0.338,"metal debris, rope, paint in sample",55009,15009093,430625,
DIS009,FC,FC-04,47,-52.32,2017-12-11,11,12,2017,5:51:00,Fall,T3992,,110,0.154,0.302,0.308,0.604,,55009,15009093,430634,
DIS009,FC,FC-05,47,-52.03,2017-12-11,11,12,2017,8:52:00,Fall,T3993,,123,0.198,0.24,0.396,0.48,,55009,15009093,430643,
DIS009,FC,FC-06,47,-51.48,2017-12-11,11,12,2017,12:49:00,Fall,T3994,,84,0.098,0.172,0.196,0.344,,55009,15009093,430652,
DIS009,FC,FC-07,47,-51,2017-12-11,11,12,2017,16:08:00,Fall,T3995,,90,0.067,0.102,0.134,0.204,,55009,15009093,430660,
DIS009,FC,FC-09,47,-50,2017-12-12,12,12,2017,22:25:00,Fall,T3996,,70,0.164,0.171,0.328,0.342,metal debris in sample,55009,15009093,,
DIS009,FC,FC-10,47,-49.12,2017-12-12,12,12,2017,3:06:00,Fall,T3997,,70,0.245,0.112,0.49,0.224,,55009,15009093,430675,
DIS009,FC,FC-12,47,-48.12,2017-12-12,12,12,2017,9:33:00,Fall,T3998,,118,0.279,0.229,0.558,0.458,,55009,15009093,430691,
DIS009,FC,FC-13,47,-47.82,2017-12-12,12,12,2017,12:31:00,Fall,T3999,,149,0.108,0.141,0.216,0.282,,55009,15009093,,
DIS009,FC,FC-14,47,-47.5,2017-12-12,12,12,2017,15:32:00,Fall,T4000,,200,0.186,0.312,0.372,0.624,metal debris in sample,55009,15009093,430701,
DIS009,FC,FC-17,47,-47.02,2017-12-12,12,12,2017,23:50:00,Fall,T4002,,1000,0.375,2.022,0.75,4.044,,55009,15009093,430722,
DIS009,FC,FC-18,47,-46.83,2017-12-13,13,12,2017,3:47:00,Fall,T4003,,1000,0.114,1.247,0.228,2.494,,55009,15009093,430732,
DIS009,FC,FC-20,47,-46.48,2017-12-13,13,12,2017,9:22:00,Fall,T4004,,320,0.045,0.218,0.09,0.436,,55009,15009093,430761,
DIS009,FC,FC-21,47,-46.02,2017-12-13,13,12,2017,14:01:00,Fall,T4005,,290,0.026,0.16,0.052,0.32,,55009,15009093,430771,
DIS009,FC,FC-23,47,-45.5,2017-12-13,13,12,2017,19:15:00,Fall,T4006,,240,0.097,0.727,0.194,1.454,very damaged sample,55009,15009093,430782,
DIS009,FC,FC-24,47,-45.21,2017-12-13,13,12,2017,22:35:00,Fall,T4007,,150,0.059,1.258,0.118,2.516,metal debris in sample,55009,15009093,430792,
DIS009,FC,FC-26,47,-44.77,2017-12-14,14,12,2017,3:08:00,Fall,T4008,,135,0.032,0.181,0.064,0.362,,55009,15009093,430802,
DIS009,FC,FC-29,47,-44.23,2017-12-14,14,12,2017,8:52:00,Fall,T4009,,262,0.07,0.828,0.14,1.656,metal debris in sample,55009,15009093,430811,
DIS009,FC,FC-31,47,-43.83,2017-12-14,14,12,2017,13:37:00,Fall,T4010,,520,2.272,1.284,4.544,2.568,"metal debris, paint, and sand in sample",55009,15009093,430821,
DIS009,FC,FC-33,47,-43.4,2017-12-14,14,12,2017,18:41:00,Fall,T4011,,1000,0.19,0.418,0.38,0.836,,55009,15009093,430831,
DIS009,FC,FC-35,47,-43,2017-12-14,14,12,2017,23:34:00,Fall,T4012,,1000,0.26,0.786,0.52,1.572,,55009,15009093,430843,
DIS009,S27,S27-01,47.54666667,-52.58666667,2017-12-16,16,12,2017,16:51:00,Fall,T4013,,165,0.144,0.099,0.288,0.198,paint chips in sample,55009,15009093,430855,
TEL185,S27,S27-01,47.54666667,-52.58666667,2018-04-06,6,4,2018,20:45:00,Spring,T4014,,166,0.355,0.485,0.71,0.97,,39185,39185048,430865,
TEL185,PB,PB-01,46.9,-54.67,2018-04-07,7,4,2018,16:22:00,Spring,T4015,,214,0.171,0.824,0.342,1.648,,39185,39185048,,
TEL185,SWSPB,SWSPB-01,46.77,-55.62,2018-04-11,11,4,2018,1:13:00,Spring,T4016,,84,0.403,0.645,0.806,1.29,metal debris in sample,39185,39185048,430875,
TEL185,SWSPB,SWSPB-02,46.51,-56.03,2018-04-11,11,4,2018,5:03:00,Spring,T4017,,136,0.172,0.756,0.344,1.512,,39185,39185048,,
TEL185,SWSPB,SWSPB-03,46.18,-56.51,2018-04-11,11,4,2018,9:26:00,Spring,T4018,,53,0.087,0.107,0.174,0.214,,39185,39185048,430892,
TEL185,SWSPB,SWSPB-04,45.94,-56.88,2018-04-11,11,4,2018,12:30:00,Spring,T4019,,59,0.248,0.469,0.496,0.938,,39185,39185048,430899,
TEL185,SWSPB,SWSPB-05,45.85,-57.02,2018-04-11,11,4,2018,14:55:00,Spring,T4020,,346,0.273,0.634,0.546,1.268,,39185,39185048,430906,
TEL185,SWSPB,SWSPB-06,45.61666667,-57.375,2018-04-11,11,4,2018,22:55:00,Spring,T4021,,434,0.191,0.777,0.382,1.554,,39185,39185048,430917,
TEL185,SEGB,SEGB-01,46.58333333,-52.93333333,2018-04-12,12,4,2018,19:06:00,Spring,T4022,,44,0.088,0.122,0.176,0.244,,39185,39185048,430928,
TEL185,SEGB,SEGB-02,46.5,-52.85,2018-04-12,12,4,2018,20:58:00,Spring,T4023,,155,0.168,1.175,0.336,2.35,,39185,39185048,430934,
TEL185,SEGB,SEGB-03,46.35,-52.73333333,2018-04-12,12,4,2018,23:15:00,Spring,T4024,,160,0.056,0.565,0.112,1.13,,39185,39185048,430944,
TEL185,SEGB,SEGB-05,46.07,-52.5,2018-04-13,13,4,2018,2:04:00,Spring,T4025,,77,0.097,0.533,0.194,1.066,,39185,39185048,430954,
TEL185,SEGB,SEGB-07,45.45833333,-52,2018-04-13,13,4,2018,8:35:00,Spring,T4026,,71,0.063,0.35,0.126,0.7,,39185,39185048,430962,
TEL185,SEGB,SEGB-08,45.095,-51.7,2018-04-13,13,4,2018,11:48:00,Spring,T4027,,62,0.045,0.336,0.09,0.672,metal debris in sample,39185,39185048,430969,
TEL185,SEGB,SEGB-09,44.725,-51.395,2018-04-13,13,4,2018,15:03:00,Spring,T4028,,60,0.066,0.277,0.132,0.554,,39185,39185048,430976,
TEL185,SEGB,SEGB-10,44.36333333,-51.10333333,2018-04-13,13,4,2018,18:26:00,Spring,T4029,,60,0.052,0.618,0.104,1.236,,39185,39185048,430983,
TEL185,SEGB,SEGB-11,44,-50.80833333,2018-04-13,13,4,2018,21:51:00,Spring,T4030,,61,0.081,0.583,0.162,1.166,,39185,39185048,430990,
NED493,S27,S27-01,47.54666667,-52.58666667,2018-04-14,14,4,2018,nan,Spring,T3499,,165,0.306,0.441,0.612,0.882,,,,,
TEL185,SEGB,SEGB-12,43.63333333,-50.51666667,2018-04-14,14,4,2018,1:03:00,Spring,T4031,,56,0.08,0.176,0.16,0.352,,39185,39185048,430997,
TEL185,SEGB,SEGB-13,43.2,-50.16666667,2018-04-14,14,4,2018,4:52:00,Spring,T4032,,56,0.079,0.68,0.158,1.36,metal debris in sample,39185,39185048,431004,
TEL185,SEGB,SEGB-15,42.85,-49.88666667,2018-04-14,14,4,2018,10:25:00,Spring,T4033,,395,0.226,1.445,0.452,2.89,,39185,39185048,431011,
TEL185,SEGB,SEGB-16,42.775,-49.82833333,2018-04-14,14,4,2018,12:58:00,Spring,T4034,,1000,0.256,1.764,0.512,3.528,"specimens of Oithona, Oncaea, Spinocalanus and Mecynocera removed from sample for copepod workshop attended by Rebecca Milne",39185,39185048,431022,
TEL185,SEGB,SEGB-17,42.59,-49.68333333,2018-04-14,14,4,2018,17:10:00,Spring,T4035,,1000,0.275,1.891,0.55,3.782,,39185,39185048,431032,
TEL185,FC,FC-35,47,-43,2018-04-18,18,4,2018,18:23:00,Spring,T4037,,1000,0.151,1.274,0.302,2.548,,39185,39185048,431056,
TEL185,FC,FC-33,47,-43.4,2018-04-18,18,4,2018,22:51:00,Spring,T4038,,1000,0.126,1.378,0.252,2.756,,39185,39185048,431068,
TEL185,FC,FC-31,47,-43.83,2018-04-19,19,4,2018,2:21:00,Spring,T4039,,545,0.123,1.649,0.246,3.298,,39185,39185048,431080,
TEL185,FC,FC-29,47,-44.23,2018-04-19,19,4,2018,6:27:00,Spring,T4040,,269,0.415,2.424,0.83,4.848,,39185,39185048,431090,
TEL185,FC,FC-26,47,-44.77,2018-04-19,19,4,2018,11:49:00,Spring,T4041,,143,0.134,0.456,0.268,0.912,,39185,39185048,431100,
TEL185,FC,FC-24,47,-45.21,2018-04-19,19,4,2018,15:32:00,Spring,T4042,,155,0.265,0.95,0.53,1.9,,39185,39185048,431109,
TEL185,FC,FC-23,47,-45.5,2018-04-19,19,4,2018,18:37:00,Spring,T4043,,241,0.276,1.36,0.552,2.72,,39185,39185048,431119,
TEL185,FC,FC-21,47,-46.02,2018-04-19,19,4,2018,22:41:00,Spring,T4044,,300,0.212,0.79,0.424,1.58,,39185,39185048,431129,
TEL185,FC,FC-20,47,-46.48,2018-04-20,20,4,2018,2:02:00,Spring,T4045,,329,0.066,0.401,0.132,0.802,,39185,39185048,431140,
TEL185,FC,FC-18,47,-46.83,2018-04-20,20,4,2018,7:26:00,Spring,T4046,,1000,0.172,4.713,0.344,9.426,,39185,39185048,431150,
TEL185,FC,FC-17,47,-47.02,2018-04-20,20,4,2018,11:33:00,Spring,T4047,,1000,0.194,1.693,0.388,3.386,,39185,39185048,431162,
TEL185,FC,FC-15,47,-47.25,2018-04-20,20,4,2018,16:49:00,Spring,T4048,,557,1.077,1.706,2.154,3.412,,39185,39185048,431172,
TEL185,FC,FC-14,47,-47.5,2018-04-20,20,4,2018,19:34:00,Spring,T4049,,206,1.085,1.079,2.17,2.158,,39185,39185048,431183,
TEL185,FC,FC-13,47,-47.82,2018-04-20,20,4,2018,22:34:00,Spring,T4050,,157,0.364,1.305,0.728,2.61,,39185,39185048,431193,
TEL185,FC,FC-12,47,-48.12,2018-04-21,21,4,2018,0:54:00,Spring,T4051,,126,0.256,1.319,0.512,2.638,,39185,39185048,431203,
TEL185,FC,FC-10,47,-49.12,2018-04-21,21,4,2018,6:21:00,Spring,T4052,,72,0.211,0.662,0.422,1.324,,39185,39185048,431212,
TEL185,FC,FC-09,47,-50,2018-04-21,21,4,2018,10:50:00,Spring,T4053,,73,0.163,0.477,0.326,0.954,,39185,39185048,431219,
TEL185,FC,FC-07,47,-51,2018-04-21,21,4,2018,19:08:00,Spring,T4054,,90,0.104,0.8,0.208,1.6,,39185,39185048,431226,
TEL185,FC,FC-06,47,-51.48,2018-04-22,22,4,2018,0:02:00,Spring,T4055,,90,0.239,0.977,0.478,1.954,specimens of Oithona removed from sample for copepod workshop attended by Rebecca Milne,39185,39185048,,
TEL185,FC,FC-05,47,-52.03,2018-04-22,22,4,2018,3:53:00,Spring,T4056,,130,0.194,1.218,0.388,2.436,specimens of Oithona and Oncaea removed from sample for copepod workshop attended by Rebecca Milne,39185,39185048,431242,
TEL185,FC,FC-04,47,-52.32,2018-04-22,22,4,2018,6:16:00,Spring,T4057,,116,0.231,0.778,0.462,1.556,specimens of Oithona and Oncaea removed from sample for copepod workshop attended by Rebecca Milne,39185,39185048,431251,
TEL185,FC,FC-03,47,-52.58,2018-04-22,22,4,2018,8:56:00,Spring,T4058,,147,0.298,0.969,0.596,1.938,specimens of Oithona and Oncaea removed from sample for copepod workshop attended by Rebecca Milne,39185,39185048,431260,
TEL185,FC,FC-02,47,-52.71,2018-04-22,22,4,2018,10:40:00,Spring,T4059,,176,0.368,1.259,0.736,2.518,specimens of Oithona and Oncaea removed from sample for copepod workshop attended by Rebecca Milne,39185,39185048,,
TEL185,FC,FC-01,47,-52.83166667,2018-04-22,22,4,2018,12:08:00,Spring,T4060,,92,0.179,0.271,0.358,0.542,,39185,39185048,431279,
TEL185,S27,S27-01,47.54666667,-52.58666667,2018-04-22,22,4,2018,16:31:00,Spring,T4061,,167,0.254,0.812,0.508,1.624,,39185,39185048,431287,
TEL185,BB,BB-01,48.73333333,-52.96666667,2018-04-23,23,4,2018,0:50:00,Spring,T4062,,89,0.105,0.258,0.21,0.516,,39185,39185048,431297,
TEL185,BB,BB-03,48.83333333,-52.65,2018-04-23,23,4,2018,3:16:00,Spring,T4063,,240,0.402,0.757,0.804,1.514,,39185,39185048,431305,
TEL185,BB,BB-04,48.92,-52.4,2018-04-23,23,4,2018,5:49:00,Spring,T4064,,342,0.172,0.645,0.344,1.29,,39185,39185048,431315,
TEL185,BB,BB-05,49.03,-52.07,2018-04-23,23,4,2018,9:09:00,Spring,T4065,,280,0.393,0.645,0.786,1.29,,39185,39185048,,
TEL185,BB,BB-06,49.1,-51.83,2018-04-23,23,4,2018,11:47:00,Spring,T4066,,287,0.47,0.609,0.94,1.218,,39185,39185048,431336,
TEL185,BB,BB-07,49.19,-51.54,2018-04-23,23,4,2018,14:30:00,Spring,T4067,,302,1.322,1.613,2.644,3.226,,39185,39185048,431346,
TEL185,BB,BB-08,49.28,-51.27833333,2018-04-23,23,4,2018,17:15:00,Spring,T4068,,313,1.313,1.652,2.626,3.304,,39185,39185048,431357,
TEL185,S27,S27-01,47.54666667,-52.58666667,2018-04-24,24,4,2018,8:33:00,Spring,T4069,,167,0.279,0.795,0.558,1.59,,39185,39185048,431367,
TEL186,S27,S27-01,47.54666667,-52.58666667,2018-04-26,26,4,2018,20:40:00,Spring,T3497,,166,0.104,0.587,0.208,1.174,,39186,39186013,,
NED494,S27,S27-01,47.54666667,-52.58666667,2018-04-27,27,4,2018,nan,Spring,T3500,,165,0.228,0.59,0.456,1.18,found a ziptie in sample,,,,
TEL186,S27,S27-01,47.54666667,-52.58666667,2018-05-01,1,5,2018,9:30:00,Spring,T3498,,160,0.317,0.469,0.634,0.938,,39186,39186013,439250,
NED495,S27,S27-01,47.54666667,-52.58666667,2018-05-19,19,5,2018,nan,Spring,T3501,,165,0.093,0.489,0.186,0.978,,,,,
TEL187,S27,S27-01,47.54666667,-52.58666667,2018-05-22,22,5,2018,nan,Spring,T3502,,165,0.082,0.511,0.164,1.022,,39187,39187040,,
TEL194,S27,S27-01,47.54666667,-52.58666667,2018-05-23,23,5,2018,nan,Spring,T3503,,165,0.802,0.118,1.604,0.236,,,,,
NED496,S27,S27-01,47.54666667,-52.58666667,2018-06-05,5,6,2018,nan,,T3504,,165,0.092,0.481,0.184,0.962,big piece of plastic in sample,,,,
TEL195,S27,S27-01,47.54666667,-52.58666667,2018-06-06,6,6,2018,22:48:00,,T3509,,165,0.058,0.807,0.116,1.614,,,,,
NED497,S27,S27-01,47.54666667,-52.58666667,2018-06-18,18,6,2018,4:15:00,,T3505,,165,0.2,0.784,0.4,1.568,paint chips found in sample,12497,12497096,,
COR011,S27,S27-01,47.54666667,-52.58666667,2018-07-15,15,7,2018,9:49:00,Summer,T4070,,166,0.214,0.71,0.428,1.42,,,,,
COR011,FC,FC-01,47,-52.83166667,2018-07-15,15,7,2018,14:26:00,Summer,T4071,,95,0.084,0.143,0.168,0.286,,,,,
COR011,FC,FC-02,47,-52.71,2018-07-15,15,7,2018,16:19:00,Summer,T4072,,177,0.092,1.617,0.184,3.234,,,,,
COR011,FC,FC-03,47,-52.58,2018-07-15,15,7,2018,18:12:00,Summer,T4073,,146,0.087,0.553,0.174,1.106,,,,,
COR011,FC,FC-04,47,-52.32,2018-07-15,15,7,2018,20:14:00,Summer,T4074,,115,0.059,0.048,0.118,0.096,,,,,
COR011,FC,FC-05,47,-52.03,2018-07-15,15,7,2018,22:16:00,Summer,T4075,,130,0.063,1.63,0.126,3.26,,,,,
COR011,FC,FC-06,47,-51.48,2018-07-16,16,7,2018,2:20:00,Summer,T4076,,90,0.014,0.002,0.028,0.004,,,,,
COR011,FC,FC-07,47,-51,2018-07-16,16,7,2018,5:09:00,Summer,T4077,,93,0.02,0.071,0.04,0.142,,,,,
COR011,FC,FC-09,47,-50,2018-07-16,16,7,2018,10:15:00,Summer,T4078,,73,0.012,0.003,0.024,0.006,,,,,
COR011,FC,FC-10,47,-49.12,2018-07-16,16,7,2018,14:25:00,Summer,T4079,,73,0.015,0.002,0.03,0.004,,,,,
COR011,FC,FC-12,47,-48.12,2018-07-16,16,7,2018,19:19:00,Summer,T4080,,124,0.04,0.025,0.08,0.05,,,,,
COR011,FC,FC-13,47,-47.82,2018-07-16,16,7,2018,21:16:00,Summer,T4081,,154,0.023,0.034,0.046,0.068,,,,,
COR011,FC,FC-14,47,-47.5,2018-07-16,16,7,2018,23:28:00,Summer,T4082,,204,0.031,0.257,0.062,0.514,,,,,
COR011,FC,FC-15,47,-47.25,2018-07-17,17,7,2018,2:53:00,Summer,T4083,,540,0.087,4.399,0.174,8.798,,,,,
COR011,FC,FC-17,47,-47.02,2018-07-17,17,7,2018,8:14:00,Summer,T4084,,1000,0.143,2.783,0.286,5.566,,,,,
COR011,FC,FC-18,47,-46.83,2018-07-17,17,7,2018,12:00:00,Summer,T4085,,1000,0.219,1.694,0.438,3.388,,,,,
COR011,FC,FC-20,47,-46.48,2018-07-17,17,7,2018,16:42:00,Summer,T4086,,338,0.131,1.06,0.262,2.12,,,,,
COR011,FC,FC-21,47,-46.02,2018-07-17,17,7,2018,19:34:00,Summer,T4087,,291,0.123,1.242,0.246,2.484,,,,,
COR011,FC,FC-23,47,-45.5,2018-07-17,17,7,2018,23:10:00,Summer,T4088,,239,0.12,2.131,0.24,4.262,,,,,
COR011,FC,FC-24,47,-45.21,2018-07-18,18,7,2018,1:33:00,Summer,T4089,,161,0.095,0.764,0.19,1.528,,,,,
COR011,FC,FC-26,47,-44.77,2018-07-18,18,7,2018,4:51:00,Summer,T4090,,140,0.51,3.186,1.02,6.372,,,,,
COR011,FC,FC-29,47,-44.23,2018-07-18,18,7,2018,8:38:00,Summer,T4091,,243,0.459,0.991,0.918,1.982,,,,,
COR011,FC,FC-31,47,-43.83,2018-07-18,18,7,2018,12:16:00,Summer,T4092,,545,0.151,1.171,0.302,2.342,,,,,
COR011,FC,FC-33,47,-43.4,2018-07-18,18,7,2018,16:11:00,Summer,T4093,,1000,0.118,1.737,0.236,3.474,,,,,
COR011,FC,FC-35,47,-43,2018-07-18,18,7,2018,20:40:00,Summer,T4094,,1000,0.165,1.616,0.33,3.232,,,,,
COR011,BB,BB-14,50.17666667,-48.47166667,2018-07-19,19,7,2018,0:36:00,Summer,T4095,,1000,0.329,1.058,0.658,2.116,,,,,
COR011,BB,BB-13,50,-49,2018-07-20,20,7,2018,5:57:00,Summer,T4096,,1000,0.125,2.609,0.25,5.218,,,,,
COR011,BB,BB-12,49.85,-49.5,2018-07-20,20,7,2018,11:07:00,Summer,T4097,,1000,0.071,1.524,0.142,3.048,,,,,
COR011,BB,BB-11,49.68,-50.02,2018-07-20,20,7,2018,15:49:00,Summer,T4098,,594,0.201,2.224,0.402,4.448,,,,,
COR011,BB,BB-10,49.52,-50.53,2018-07-20,20,7,2018,19:22:00,Summer,T4099,,323,0.044,0.991,0.088,1.982,,,,,
COR011,BB,BB-09,49.37,-51.01666667,2018-07-20,20,7,2018,22:39:00,Summer,T4100,,328,0.073,2.272,0.146,4.544,,,,,
COR011,BB,BB-08,49.27833333,-51.27833333,2018-07-21,21,7,2018,1:15:00,Summer,T4101,,314,0.098,3.747,0.196,7.494,,,,,
COR011,BB,BB-07,49.19,-51.53833333,2018-07-21,21,7,2018,3:40:00,Summer,T4102,,306,0.448,3.135,0.896,6.27,,,,,
COR011,BB,BB-06,49.1,-51.82833333,2018-07-21,21,7,2018,6:02:00,Summer,T4103,,282,0.175,1.378,0.35,2.756,,,,,
COR011,BB,BB-05,49.03,-52.07,2018-07-21,21,7,2018,8:10:00,Summer,T4104,,282,0.193,2.594,0.386,5.188,,,,,
COR011,BB,BB-04,48.91666667,-52.4,2018-07-21,21,7,2018,10:35:00,Summer,T4105,,342,0.166,3.642,0.332,7.284,,,,,
COR011,BB,BB-03,48.83,-52.65,2018-07-21,21,7,2018,12:51:00,Summer,T4106,,242,0.105,1.296,0.21,2.592,,,,,
COR011,BB,BB-01,48.73333333,-52.96666667,2018-07-21,21,7,2018,15:27:00,Summer,T4107,,90,0.068,0.084,0.136,0.168,,,,,
COR011,SI,SI-01,53.14,-55.39,2018-07-25,25,7,2018,17:42:00,Summer,T4117,,51,0.065,0.708,0.13,1.416,,,,,
COR011,SI,SI-02,53.2,-55.3,2018-07-25,25,7,2018,19:11:00,Summer,T4118,,130,0.199,1.387,0.398,2.774,,,,,
COR011,SI,SI-04,53.32,-55.09,2018-07-25,25,7,2018,22:08:00,Summer,T4119,,196,0.279,2.151,0.558,4.302,,,,,
COR011,SI,SI-05,53.37,-55,2018-07-25,25,7,2018,23:57:00,Summer,T4120,,285,0.315,3.35,0.63,6.7,,,,,
COR011,SI,SI-06,53.45,-54.47,2018-07-26,26,7,2018,2:12:00,Summer,T4121,,155,0.118,2.913,0.236,5.826,,,,,
COR011,SI,SI-08,54.05,-54.13,2018-07-26,26,7,2018,6:12:00,Summer,T4122,,182,0.429,2.435,0.858,4.87,,,,,
COR011,SI,SI-09,54.12,-54,2018-07-26,26,7,2018,8:26:00,Summer,T4123,,204,0.104,1.876,0.208,3.752,,,,,
COR011,SI,SI-10,54.21,-53.44,2018-07-26,26,7,2018,11:22:00,Summer,T4124,,227,0.158,1.456,0.316,2.912,,,,,
COR011,SI,SI-12,54.38,-53.15,2018-07-26,26,7,2018,16:08:00,Summer,T4125,,666,0.081,2.634,0.162,5.268,,,,,
COR011,SI,SI-14,55.04,-52.3,2018-07-27,27,7,2018,3:33:00,Summer,T4126,,1000,0.111,1.831,0.222,3.662,,,,,
COR011,MB,MB-12,56.05,-56.31,2018-07-27,27,7,2018,20:43:00,Summer,T4127,,1000,0.05,2.158,0.1,4.316,,,,,
COR011,MB,MB-11,55.97,-56.45,2018-07-27,27,7,2018,23:58:00,Summer,T4128,,1000,0.054,3.63,0.108,7.26,,,,,
COR011,MB,MB-10,55.52,-56.59,2018-07-28,28,7,2018,3:34:00,Summer,T4129,,1000,0.052,6.192,0.104,12.384,,,,,
COR011,MB,MB-09,55.46,-57.13,2018-07-28,28,7,2018,6:44:00,Summer,T4130,,388,0.083,1.798,0.166,3.596,"Oithona atlantica seen in sample, but no adult O. atlantica found in zooplankton split. Therefore Oithona copepodites could not be assumed to be all O. similis",,,,
COR011,MB,MB-08,55.45,-57.17,2018-07-28,28,7,2018,8:19:00,Summer,T4131,,241,0.046,1.314,0.092,2.628,,,,,
COR011,MB,MB-07,55.41,-57.26,2018-07-28,28,7,2018,10:05:00,Summer,T4132,,191,0.134,1.881,0.268,3.762,,,,,
COR011,MB,MB-06,55.35,-57.41,2018-07-28,28,7,2018,11:58:00,Summer,T4133,,145,0.369,3.591,0.738,7.182,,,,,
COR011,MB,MB-05,55.29,-57.54,2018-07-28,28,7,2018,14:07:00,Summer,T4134,,115,0.172,1.064,0.344,2.128,,,,,
COR011,MB,MB-04,55.22,-58.09,2018-07-28,28,7,2018,16:17:00,Summer,T4135,,177,0.084,0.868,0.168,1.736,,,,,
COR011,MB,MB-03,55.19,-58.17,2018-07-28,28,7,2018,18:19:00,Summer,T4136,,262,0.083,0.74,0.166,1.48,,,,,
COR011,MB,MB-02,55.15,-58.26,2018-07-28,28,7,2018,20:12:00,Summer,T4137,,192,0.097,0.86,0.194,1.72,,,,,
COR011,MB,MB-01,55.13,-58.31,2018-07-28,28,7,2018,21:40:00,Summer,T4138,,88,0.106,0.898,0.212,1.796,,,,,
COR011,BI,BI-01,57.04,-61.18,2018-07-29,29,7,2018,12:19:00,Summer,T4139,,109,0.067,0.966,0.134,1.932,,,,,
COR011,BI,BI-02,57.07,-61.06,2018-07-29,29,7,2018,13:56:00,Summer,T4140,,119,0.063,0.643,0.126,1.286,,,,,
COR011,BI,BI-03,57.15,-60.41,2018-07-29,29,7,2018,16:17:00,Summer,T4141,,206,0.17,1.015,0.34,2.03,,,,,
COR011,BI,BI-04,57.23,-60.15,2018-07-29,29,7,2018,18:49:00,Summer,T4142,,175,0.124,1.36,0.248,2.72,,,,,
COR011,BI,BI-05,57.31,-59.49,2018-07-29,29,7,2018,21:15:00,Summer,T4143,,159,0.178,0.699,0.356,1.398,,,,,
COR011,BI,BI-06,57.37,-59.29,2018-07-29,29,7,2018,23:29:00,Summer,T4144,,346,0.274,1.883,0.548,3.766,,,,,
COR011,BI,BI-07,57.39,-59.23,2018-07-30,30,7,2018,1:39:00,Summer,T4145,,662,0.094,0.881,0.188,1.762,,,,,
COR011,BI,BI-08,57.46,-59,2018-07-30,30,7,2018,5:08:00,Summer,T4146,,1000,0.038,1.337,0.076,2.674,,,,,
COR011,BI,BI-09,57.53,58.35,2018-07-30,30,7,2018,9:07:00,Summer,T4147,,1000,0.044,1.656,0.088,3.312,,,,,
COR011,S27,S27-01,47.54666667,-52.58666667,2018-08-02,2,8,2018,21:32:00,Summer,T4151,,166,0.116,0.09,0.232,0.18,,,,,
NED499,S27,S27-01,47.54666667,-52.58666667,2018-09-10,10,9,2018,11:40:00,,T3506,,165,0.124,0.189,0.248,0.378,,,,,
NED500,S27,S27-01,47.54666667,-52.58666667,2018-09-12,12,9,2018,20:45:00,,T3507,,172,0.334,0.628,0.668,1.256,,12500,12500096,,
NED500,S27,S27-01,47.54666667,-52.58666667,2018-09-25,25,9,2018,8:30:00,,T3508,,165,0.255,0.394,0.51,0.788,,12500,12500096,,
NED501,S27,S27-01,47.54666667,-52.58666667,2018-09-26,26,9,2018,20:24:00,,T3511,,165,0.267,0.709,0.534,1.418,,,,,
NED501,S27,S27-01,47.54666667,-52.58666667,2018-10-09,9,10,2018,7:45:00,,T3510,,165,0.14,0.752,0.28,1.504,,,,,
VLA105,S27,S27-01,47.54666667,-52.58666667,2018-10-15,15,10,2018,15:49:00,,T3512,,165,0.174,0.552,0.348,1.104,,,,,
NED504,S27,S27-01,47.54666667,-52.58666667,2018-11-08,8,11,2018,16:30:00,Fall,T3518,,166,0.299,0.21,0.598,0.42,,,,,
HUD118,S27,S27-01,47.54666667,-52.58666667,2018-11-11,11,11,2018,2:55:00,Fall,T4152,,166,0.117,0.135,0.234,0.27,,20118,20118062,432500,
HUD118,SWSPB,SWSPB-01,46.46,-55.37,2018-11-12,12,11,2018,12:09:00,Fall,T4153,,85,0.135,0.058,0.27,0.116,,20118,20118062,,
HUD118,SWSPB,SWSPB-02,46.3,-56.02,2018-11-12,12,11,2018,16:47:00,Fall,T4154,,135,0.084,0.046,0.168,0.092,,20118,20118062,,
